title,author,department,keywords,abstract,published_date,url,retrieve_date
医学人工智能教育的研究进展,张瑛琪,潍坊医学院,人工智能教育|医学教育|人才培养,随着信息时代逐渐发展为人工智能时代，医学正在经历有史以来最彻底的变革，“人工智能+医学”是未来医学的必然方向。人工智能在医学领域的广泛应用对传统医学模式产生了巨大冲击，推动了医学教育的变革，对培养21世纪的医学人才提出新的要求。医学人工智能教育是确保广大医务人员具备人工智能素养的重要途径，培训医学生在医学中与人工智能结合使用的能力，将最有可能改善临床决策和患者的健康结局。医学人工智能复合型人才市场需求大，但我国医学人工智能复合型人才培养与国外存在着差异，导致供不应求。因此，本文将阐述国内外医学人工智能教育的现状，对教育内容、形式与课程评价等方面进行总结，分析阻碍人工智能教育的因素并提出建议，为促进医学人工智能教育及临床人工智能培训的开展提供借鉴。,2023-01-20,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=25&recid=&FileName=XBYX202301001&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFR2023;&URLID=,2023-03-09 11:49:00
医学人工智能教育的研究进展,李云峰,山东第一医科大学第一附属医院,人工智能教育|医学教育|人才培养,随着信息时代逐渐发展为人工智能时代，医学正在经历有史以来最彻底的变革，“人工智能+医学”是未来医学的必然方向。人工智能在医学领域的广泛应用对传统医学模式产生了巨大冲击，推动了医学教育的变革，对培养21世纪的医学人才提出新的要求。医学人工智能教育是确保广大医务人员具备人工智能素养的重要途径，培训医学生在医学中与人工智能结合使用的能力，将最有可能改善临床决策和患者的健康结局。医学人工智能复合型人才市场需求大，但我国医学人工智能复合型人才培养与国外存在着差异，导致供不应求。因此，本文将阐述国内外医学人工智能教育的现状，对教育内容、形式与课程评价等方面进行总结，分析阻碍人工智能教育的因素并提出建议，为促进医学人工智能教育及临床人工智能培训的开展提供借鉴。,2023-01-20,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=25&recid=&FileName=XBYX202301001&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFR2023;&URLID=,2023-03-09 11:49:00
医学人工智能教育的研究进展,黄蕊,山东第一医科大学护理学院,人工智能教育|医学教育|人才培养,随着信息时代逐渐发展为人工智能时代，医学正在经历有史以来最彻底的变革，“人工智能+医学”是未来医学的必然方向。人工智能在医学领域的广泛应用对传统医学模式产生了巨大冲击，推动了医学教育的变革，对培养21世纪的医学人才提出新的要求。医学人工智能教育是确保广大医务人员具备人工智能素养的重要途径，培训医学生在医学中与人工智能结合使用的能力，将最有可能改善临床决策和患者的健康结局。医学人工智能复合型人才市场需求大，但我国医学人工智能复合型人才培养与国外存在着差异，导致供不应求。因此，本文将阐述国内外医学人工智能教育的现状，对教育内容、形式与课程评价等方面进行总结，分析阻碍人工智能教育的因素并提出建议，为促进医学人工智能教育及临床人工智能培训的开展提供借鉴。,2023-01-20,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=25&recid=&FileName=XBYX202301001&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFR2023;&URLID=,2023-03-09 11:49:00
医学人工智能教育的研究进展,陈迪,山东第一医科大学护理学院,人工智能教育|医学教育|人才培养,随着信息时代逐渐发展为人工智能时代，医学正在经历有史以来最彻底的变革，“人工智能+医学”是未来医学的必然方向。人工智能在医学领域的广泛应用对传统医学模式产生了巨大冲击，推动了医学教育的变革，对培养21世纪的医学人才提出新的要求。医学人工智能教育是确保广大医务人员具备人工智能素养的重要途径，培训医学生在医学中与人工智能结合使用的能力，将最有可能改善临床决策和患者的健康结局。医学人工智能复合型人才市场需求大，但我国医学人工智能复合型人才培养与国外存在着差异，导致供不应求。因此，本文将阐述国内外医学人工智能教育的现状，对教育内容、形式与课程评价等方面进行总结，分析阻碍人工智能教育的因素并提出建议，为促进医学人工智能教育及临床人工智能培训的开展提供借鉴。,2023-01-20,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=25&recid=&FileName=XBYX202301001&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFR2023;&URLID=,2023-03-09 11:49:00
医学人工智能教育的研究进展,赵昕,潍坊医学院,人工智能教育|医学教育|人才培养,随着信息时代逐渐发展为人工智能时代，医学正在经历有史以来最彻底的变革，“人工智能+医学”是未来医学的必然方向。人工智能在医学领域的广泛应用对传统医学模式产生了巨大冲击，推动了医学教育的变革，对培养21世纪的医学人才提出新的要求。医学人工智能教育是确保广大医务人员具备人工智能素养的重要途径，培训医学生在医学中与人工智能结合使用的能力，将最有可能改善临床决策和患者的健康结局。医学人工智能复合型人才市场需求大，但我国医学人工智能复合型人才培养与国外存在着差异，导致供不应求。因此，本文将阐述国内外医学人工智能教育的现状，对教育内容、形式与课程评价等方面进行总结，分析阻碍人工智能教育的因素并提出建议，为促进医学人工智能教育及临床人工智能培训的开展提供借鉴。,2023-01-20,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=25&recid=&FileName=XBYX202301001&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFR2023;&URLID=,2023-03-09 11:49:00
中美人工智能技术创新的动态比较——基于人工智能技术创新大数据的多S曲线模型分析 网络首发,王山,中国社会科学院经济研究所,人工智能技术|技术创新|科研大数据|多S曲线模型|动态比较,"基于基础研究、技术创新、科技布局、产业规模与技术进步5个维度人工智能技术创新大数据,创新性地构建了人工智能技术创新发展水平多指标测度体系及技术创新综合发展指数;根据技术创新综合发展指数,拟合绘制出人工智能技术创新周期S演化曲线,较为准确定位了中美人工智能技术创新发展所处位置;由5个维度在技术不同发展阶段的权重分布动态,比较出中美新技术之间的创新发展差距,分析影响中国人工智能新技术创新发展的主要因素。研究发现,美国日本等世界主要发达国家的人工智能技术已步入创新成熟期,中国正处于创新成长期后期,技术创新十分活跃;借助于后发优势,中国人工智能技术创新逐年综合发展指数已超过美国,展现出非常强劲的增长态势。为赢得未来人工智能技术创新竞争的胜利,中国应在人工智能技术创新体制和技术创新资源配置机制等方面不断完善,确保中国人工智能技术创新中长期的领先地位。",2023-01-19 10:59,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=27&recid=&FileName=BGYS20230117001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=11.4558.G.20230117.1727.002,2023-03-09 11:49:16
中美人工智能技术创新的动态比较——基于人工智能技术创新大数据的多S曲线模型分析 网络首发,陈昌兵,中国社会科学院经济研究所,人工智能技术|技术创新|科研大数据|多S曲线模型|动态比较,"基于基础研究、技术创新、科技布局、产业规模与技术进步5个维度人工智能技术创新大数据,创新性地构建了人工智能技术创新发展水平多指标测度体系及技术创新综合发展指数;根据技术创新综合发展指数,拟合绘制出人工智能技术创新周期S演化曲线,较为准确定位了中美人工智能技术创新发展所处位置;由5个维度在技术不同发展阶段的权重分布动态,比较出中美新技术之间的创新发展差距,分析影响中国人工智能新技术创新发展的主要因素。研究发现,美国日本等世界主要发达国家的人工智能技术已步入创新成熟期,中国正处于创新成长期后期,技术创新十分活跃;借助于后发优势,中国人工智能技术创新逐年综合发展指数已超过美国,展现出非常强劲的增长态势。为赢得未来人工智能技术创新竞争的胜利,中国应在人工智能技术创新体制和技术创新资源配置机制等方面不断完善,确保中国人工智能技术创新中长期的领先地位。",2023-01-19 10:59,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=27&recid=&FileName=BGYS20230117001&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=11.4558.G.20230117.1727.002,2023-03-09 11:49:16
人工智能在教育领域创新扩散的影响因素研究——基于TOE理论框架,张乐乐,华东师范大学教育信息技术学系,人工智能教育|创新扩散|影响因素|TOE理论|相对技术优势|安全性|组织准备|潮流压力|政策法规,人工智能技术的创新扩散研究是深入推进人工智能教育应用的关键。人工智能技术的快速发展推动了技术与教育的融合创新，促进了教育教学方式的变革。由于目前人工智能技术在教育领域的实践应用还处于初级阶段，教师对其在评价、管理等方面的独特优势仍在探索中。为推动人工智能在教育领域规模化、常态化应用，本研究以TOE理论为基础，从教师的视角出发，采用问卷调查方法，深入剖析技术、组织和环境三大维度的各因素对人工智能在教育领域中采纳扩散的影响。结果表明：潮流压力、政策法规、教育培训、安全性、相对技术优势、组织准备、管理者支持是影响人工智能在教育领域进一步创新扩散的重要因素，兼容性对人工智能技术的采纳扩散没有显著影响；从人口变量学的角度来看，教师的性别、教龄和所教学段对人工智能技术的采纳扩散均不存在显著性差异，仅学历对人工智能技术在教育中采纳扩散的态度存在显著性差异。在此基础上，结合人工智能的发展规律、创新扩散的机制以及发达国家在人工智能教育方面的政策要求，提出了促进我国人工智能技术在教育领域进一步采纳扩散的建议。,2023-01-18,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=29&recid=&FileName=DDJY202302007&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFR2023;&URLID=,2023-03-09 11:49:32
人工智能在教育领域创新扩散的影响因素研究——基于TOE理论框架,顾小清,华东师范大学教育信息技术学系,人工智能教育|创新扩散|影响因素|TOE理论|相对技术优势|安全性|组织准备|潮流压力|政策法规,人工智能技术的创新扩散研究是深入推进人工智能教育应用的关键。人工智能技术的快速发展推动了技术与教育的融合创新，促进了教育教学方式的变革。由于目前人工智能技术在教育领域的实践应用还处于初级阶段，教师对其在评价、管理等方面的独特优势仍在探索中。为推动人工智能在教育领域规模化、常态化应用，本研究以TOE理论为基础，从教师的视角出发，采用问卷调查方法，深入剖析技术、组织和环境三大维度的各因素对人工智能在教育领域中采纳扩散的影响。结果表明：潮流压力、政策法规、教育培训、安全性、相对技术优势、组织准备、管理者支持是影响人工智能在教育领域进一步创新扩散的重要因素，兼容性对人工智能技术的采纳扩散没有显著影响；从人口变量学的角度来看，教师的性别、教龄和所教学段对人工智能技术的采纳扩散均不存在显著性差异，仅学历对人工智能技术在教育中采纳扩散的态度存在显著性差异。在此基础上，结合人工智能的发展规律、创新扩散的机制以及发达国家在人工智能教育方面的政策要求，提出了促进我国人工智能技术在教育领域进一步采纳扩散的建议。,2023-01-18,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=29&recid=&FileName=DDJY202302007&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFR2023;&URLID=,2023-03-09 11:49:32
人工智能应用环境下酒店管理人才的培养策略探讨,王同娟,青岛滨海学院,人工智能|AI|智能应用|酒店管理|人才培养|策略,人工智能（AI）是互联网技术发展和应用环境下衍生出的一种新型服务设备，算法为其提供了强大的智能应用能力。酒店业作为综合服务性较强的行业，对智能服务的需求很大，其中人工智能应用对酒店业人才培养就具有积极的作用。本文从人工智能应用环境下对人才的需求出发，就当前酒店人力资源管理过程中出现的观念问题、人才引进问题及人工智能应用幅度问题进行了分析，提出了转变人力资源管理观念、加强人才队伍建设、提升人工智能应用精准度等措施，以助力酒店业达成人才培养目标，进而提升酒店人力资源管理能力。,2023-01-15,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=33&recid=&FileName=QYGG202301022&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=,2023-03-09 11:50:04
人工智能应用环境下酒店管理人才的培养策略探讨,曲先文,青岛滨海学院,人工智能|AI|智能应用|酒店管理|人才培养|策略,人工智能（AI）是互联网技术发展和应用环境下衍生出的一种新型服务设备，算法为其提供了强大的智能应用能力。酒店业作为综合服务性较强的行业，对智能服务的需求很大，其中人工智能应用对酒店业人才培养就具有积极的作用。本文从人工智能应用环境下对人才的需求出发，就当前酒店人力资源管理过程中出现的观念问题、人才引进问题及人工智能应用幅度问题进行了分析，提出了转变人力资源管理观念、加强人才队伍建设、提升人工智能应用精准度等措施，以助力酒店业达成人才培养目标，进而提升酒店人力资源管理能力。,2023-01-15,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=33&recid=&FileName=QYGG202301022&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=,2023-03-09 11:50:04
国内外“人工智能+教育”研究热点、异同比较及发展启示,王毅,贵州师范大学教育学院,“人工智能教育”|人工智能教育应用|教师发展|学生学习|教育评价,人工智能在教育领域的普及应用日益深入，已形成丰富的研究成果。本文通过分析近二十年来国内外以“人工智能+教育”为主题的核心文献发现：国外“人工智能+教育”研究热点集中在教育4.0、智能虚拟现实、智能教学机器人、机器学习、智能导师系统、K12教育以及高等教育七个领域；国内“人工智能+教育”研究热点集中在促进教育信息化发展、缓解在线教育困境、新工科改革框架、创新教育发展需要、自适应学习系统及人才培养六个领域。未来，我国应持续在人工智能助推学校教育管理、教师专业发展、学生学习和教育评价等方面开展相关研究。,2023-01-15,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=35&recid=&FileName=YWHL202301009&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFR2023;&URLID=,2023-03-09 11:50:20
国内外“人工智能+教育”研究热点、异同比较及发展启示,吴玉霞,贵阳市三桥小学,“人工智能教育”|人工智能教育应用|教师发展|学生学习|教育评价,人工智能在教育领域的普及应用日益深入，已形成丰富的研究成果。本文通过分析近二十年来国内外以“人工智能+教育”为主题的核心文献发现：国外“人工智能+教育”研究热点集中在教育4.0、智能虚拟现实、智能教学机器人、机器学习、智能导师系统、K12教育以及高等教育七个领域；国内“人工智能+教育”研究热点集中在促进教育信息化发展、缓解在线教育困境、新工科改革框架、创新教育发展需要、自适应学习系统及人才培养六个领域。未来，我国应持续在人工智能助推学校教育管理、教师专业发展、学生学习和教育评价等方面开展相关研究。,2023-01-15,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=35&recid=&FileName=YWHL202301009&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=CJFR2023;&URLID=,2023-03-09 11:50:20
高中人工智能教育类社团经历对参与者职业倾向的影响 网络首发,李艳,浙江大学教育学院,人工智能教育|高中社团|职业倾向|专业选择,高中是个体职业生涯发展过程中重要的探索阶段，学生在此期间初步形成职业倾向。智能时代背景下人工智能教育类社团大量涌现，但已有研究主要关注传统社团经历对学生专业和职业选择的影响，鲜有研究关注到高中人工智能教育类社团对参与者职业倾向的作用。采用扎根理论研究方法对21位师生的半结构化访谈进行分析后发现：兴趣驱动与升学捷径是高中生参与人工智能教育类社团的主要动机；社团经历对参与者职业倾向的影响主要表现为兴趣发展、专业积累、同侪效应以及行为成就四个方面；此外，专业选择和职业倾向还受升学压力、家庭因素、就业环境、性别差异等因素影响。未来需重新对高中人工智能教育类社团进行角色定位，将其建成促进学生兴趣发展、创新思维培养、大学专业提前学习与未来科技领域职业体验的平台；并采用“家校社协同”模式开展学生职业生涯教育，帮助学生树立正确的职业观。,2023-01-12 11:50,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=37&recid=&FileName=XDYC20230110009&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=51.1580.G4.20230110.2109.001,2023-03-09 11:50:36
高中人工智能教育类社团经历对参与者职业倾向的影响 网络首发,王丽,浙江大学教育学院,人工智能教育|高中社团|职业倾向|专业选择,高中是个体职业生涯发展过程中重要的探索阶段，学生在此期间初步形成职业倾向。智能时代背景下人工智能教育类社团大量涌现，但已有研究主要关注传统社团经历对学生专业和职业选择的影响，鲜有研究关注到高中人工智能教育类社团对参与者职业倾向的作用。采用扎根理论研究方法对21位师生的半结构化访谈进行分析后发现：兴趣驱动与升学捷径是高中生参与人工智能教育类社团的主要动机；社团经历对参与者职业倾向的影响主要表现为兴趣发展、专业积累、同侪效应以及行为成就四个方面；此外，专业选择和职业倾向还受升学压力、家庭因素、就业环境、性别差异等因素影响。未来需重新对高中人工智能教育类社团进行角色定位，将其建成促进学生兴趣发展、创新思维培养、大学专业提前学习与未来科技领域职业体验的平台；并采用“家校社协同”模式开展学生职业生涯教育，帮助学生树立正确的职业观。,2023-01-12 11:50,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=37&recid=&FileName=XDYC20230110009&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=51.1580.G4.20230110.2109.001,2023-03-09 11:50:36
高中人工智能教育类社团经历对参与者职业倾向的影响 网络首发,沈晓恬,杭州学军中学,人工智能教育|高中社团|职业倾向|专业选择,高中是个体职业生涯发展过程中重要的探索阶段，学生在此期间初步形成职业倾向。智能时代背景下人工智能教育类社团大量涌现，但已有研究主要关注传统社团经历对学生专业和职业选择的影响，鲜有研究关注到高中人工智能教育类社团对参与者职业倾向的作用。采用扎根理论研究方法对21位师生的半结构化访谈进行分析后发现：兴趣驱动与升学捷径是高中生参与人工智能教育类社团的主要动机；社团经历对参与者职业倾向的影响主要表现为兴趣发展、专业积累、同侪效应以及行为成就四个方面；此外，专业选择和职业倾向还受升学压力、家庭因素、就业环境、性别差异等因素影响。未来需重新对高中人工智能教育类社团进行角色定位，将其建成促进学生兴趣发展、创新思维培养、大学专业提前学习与未来科技领域职业体验的平台；并采用“家校社协同”模式开展学生职业生涯教育，帮助学生树立正确的职业观。,2023-01-12 11:50,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=37&recid=&FileName=XDYC20230110009&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=51.1580.G4.20230110.2109.001,2023-03-09 11:50:36
高中人工智能教育类社团经历对参与者职业倾向的影响 网络首发,徐翎衲,浙江大学教育学院,人工智能教育|高中社团|职业倾向|专业选择,高中是个体职业生涯发展过程中重要的探索阶段，学生在此期间初步形成职业倾向。智能时代背景下人工智能教育类社团大量涌现，但已有研究主要关注传统社团经历对学生专业和职业选择的影响，鲜有研究关注到高中人工智能教育类社团对参与者职业倾向的作用。采用扎根理论研究方法对21位师生的半结构化访谈进行分析后发现：兴趣驱动与升学捷径是高中生参与人工智能教育类社团的主要动机；社团经历对参与者职业倾向的影响主要表现为兴趣发展、专业积累、同侪效应以及行为成就四个方面；此外，专业选择和职业倾向还受升学压力、家庭因素、就业环境、性别差异等因素影响。未来需重新对高中人工智能教育类社团进行角色定位，将其建成促进学生兴趣发展、创新思维培养、大学专业提前学习与未来科技领域职业体验的平台；并采用“家校社协同”模式开展学生职业生涯教育，帮助学生树立正确的职业观。,2023-01-12 11:50,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=37&recid=&FileName=XDYC20230110009&DbName=CAPJLAST&DbCode=CAPJ&yx=Y&pr=&URLID=51.1580.G4.20230110.2109.001,2023-03-09 11:50:36
人工智能治理原则的伦理基础：价值立场、价值目标和正义原则,赵瑜,浙江大学传媒与国际文化学院,人工智能|原则主义|治理|伦理,近年来，在世界范围内涌现出大量的人工智能治理原则。这些文件通常采取“原则主义”的策略，通过提取“最大公约数”的方法对伦理共识进行清单化的列举。这种策略固然有益于回避争议、促进协同，但也难免在具体情境中陷入概念模糊和自相矛盾。为了明晰概念、澄清语境、促进对话，本文搜集了来自全球各地的88份原则文本，在伦理学理论脉络中定位人工智能治理核心议题和相关主张。研究发现治理原则围绕着价值立场、价值目标和正义原则三个核心问题展开，在不同的理论脉络和现实情境中，构成了一个丰富而系统的问题域。推动人工智能的治理实践，需要在静态的对话框架之上进一步构建动态的规制措施，而整合原则文本的伦理基础和治理框架，有助于推动抽象的伦理主张转变为具体的治理实践，以应对复杂现实情境中的道德选择和行动需求。,2023-01-12,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=39&recid=&FileName=ZJSH202301015&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=,2023-03-09 11:50:52
人工智能治理原则的伦理基础：价值立场、价值目标和正义原则,周江伟,浙江大学传媒与国际文化学院,人工智能|原则主义|治理|伦理,近年来，在世界范围内涌现出大量的人工智能治理原则。这些文件通常采取“原则主义”的策略，通过提取“最大公约数”的方法对伦理共识进行清单化的列举。这种策略固然有益于回避争议、促进协同，但也难免在具体情境中陷入概念模糊和自相矛盾。为了明晰概念、澄清语境、促进对话，本文搜集了来自全球各地的88份原则文本，在伦理学理论脉络中定位人工智能治理核心议题和相关主张。研究发现治理原则围绕着价值立场、价值目标和正义原则三个核心问题展开，在不同的理论脉络和现实情境中，构成了一个丰富而系统的问题域。推动人工智能的治理实践，需要在静态的对话框架之上进一步构建动态的规制措施，而整合原则文本的伦理基础和治理框架，有助于推动抽象的伦理主张转变为具体的治理实践，以应对复杂现实情境中的道德选择和行动需求。,2023-01-12,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=0&CurRec=39&recid=&FileName=ZJSH202301015&DbName=CJFDLAST2023&DbCode=CJFD&yx=&pr=&URLID=,2023-03-09 11:50:52
